,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
194,45,1,0,1195,2,2,2,4,1,1,65,2,4,1,4,1,20462,2,0,23,3,4,1.0,22,1.0,3,18,8,7.5,8
195,37,1,2,290,2,21,3,5,2,1,65,4,1,6,1,1,22977,1,1,12,3,1,1.0,8,3.0,2,8,7,1.0,7
196,35,1,1,138,2,2,3,4,2,0,37,3,2,8,2,2,15986,5,0,11,3,4,0.0,10,4.5,3,6,2,1.0,2
197,42,1,0,926,2,21,2,4,3,0,36,3,2,3,3,0,16439,2,0,16,3,2,1.0,11,4.5,3,5,3,0.0,2
198,38,1,2,1261,2,2,4,5,4,1,88,3,2,3,3,1,7259,2,0,14,3,2,0.0,14,3.0,3,1,0,0.0,0
199,38,1,2,1084,2,29,3,2,4,1,54,3,2,3,4,1,4185,3,0,18,3,1,1.0,9,3.0,1,7,7,1.0,7
200,27,1,1,472,2,1,1,2,3,1,60,2,2,3,1,1,9679,5,0,19,3,3,1.0,6,1.0,3,2,2,2.0,0
201,49,1,0,1002,2,18,4,5,4,1,92,3,2,3,4,0,23793,1,1,15,3,1,2.0,7,0.5,3,7,7,1.0,7
202,34,1,1,878,2,10,4,4,4,1,43,3,1,6,3,0,5972,1,1,17,3,4,1.0,5,4.0,4,5,3,2.0,0
203,40,1,2,905,2,19,2,4,3,1,99,3,2,8,4,1,16523,8,1,15,3,3,1.0,15,2.0,4,7,2,3.0,7
204,38,0,2,1180,2,29,1,4,2,1,70,3,2,2,1,1,11354,7,1,19,3,2,0.0,17,2.0,3,1,0,0.0,0
205,29,0,2,121,1,27,3,3,2,0,35,3,3,7,4,1,24525,1,0,22,3,4,2.5,10,3.0,2,10,4,1.0,9
206,22,1,2,1136,2,5,3,5,4,1,60,4,1,6,2,0,12392,1,1,16,3,1,1.0,4,2.0,2,4,2,2.0,2
207,36,1,1,635,2,18,1,4,2,0,73,3,1,8,4,2,7703,1,0,13,3,1,0.0,8,2.0,3,8,1,1.0,7
208,40,1,0,1151,2,9,5,5,4,1,63,2,2,2,4,1,14242,2,0,14,3,4,1.0,5,4.5,1,3,2,0.0,2
209,46,1,2,644,2,1,4,4,4,1,97,3,3,2,1,0,12368,7,0,16,3,3,1.0,17,3.0,3,4,2,0.0,3
210,32,0,2,1045,1,4,4,4,4,1,32,1,3,7,4,1,25812,1,0,11,3,3,0.0,14,2.0,2,14,8,7.5,8
211,30,1,0,829,2,1,1,5,3,1,88,2,3,3,3,2,20925,1,0,22,3,3,0.0,12,2.0,3,11,8,5.0,8
212,27,1,1,1242,1,20,3,5,4,0,90,3,2,7,3,2,12916,1,0,14,3,4,0.0,7,2.0,3,7,7,0.0,7
213,51,1,2,1469,2,8,4,5,2,1,81,2,3,0,2,1,15736,5,0,16,3,4,2.0,16,4.5,1,10,9,4.0,7
214,30,0,2,1005,2,3,3,2,4,0,88,3,1,6,1,2,8556,5,1,11,3,3,0.0,8,4.5,3,5,2,0.0,4
215,41,1,2,896,1,6,3,5,4,0,75,3,3,1,4,2,14674,3,1,18,3,3,0.0,16,3.0,3,1,0,0.0,0
216,30,0,1,334,1,26,4,3,3,0,52,2,2,7,1,2,22967,5,0,15,3,3,0.0,9,4.5,2,6,3,0.0,1
217,29,0,2,992,2,1,3,2,3,1,85,3,1,6,3,2,19757,0,0,14,3,4,0.0,7,1.0,2,6,2,1.0,5
218,45,1,0,1052,1,6,3,4,4,0,57,2,3,7,4,2,16840,6,0,12,3,4,0.0,23,2.0,3,18,7,7.5,8
219,54,1,2,1147,1,3,3,3,4,0,52,3,2,7,1,1,17011,2,0,14,3,4,1.0,16,4.0,3,6,2,0.0,5
220,36,1,2,1396,2,5,2,5,4,1,62,3,2,8,2,2,9945,8,0,16,3,4,0.0,16,3.0,4,13,11,3.0,7
221,33,1,2,147,2,4,4,4,3,0,47,2,1,6,2,1,13248,6,0,21,3,4,0.0,7,3.0,3,3,2,1.0,1
222,37,1,1,663,2,11,3,1,2,1,47,3,3,0,4,0,10056,1,1,14,3,3,2.5,10,1.0,3,10,8,0.0,7
223,38,1,2,119,1,3,3,5,1,1,76,3,3,7,3,0,9647,0,0,12,3,3,2.0,17,4.5,2,16,10,5.0,13
224,31,1,0,979,2,1,4,4,3,1,90,1,2,3,3,1,4381,0,0,12,3,4,1.0,6,2.0,3,5,4,1.0,4
225,59,1,2,142,2,3,3,5,3,1,70,2,1,6,4,1,8456,3,0,17,3,1,1.0,7,4.5,3,1,0,0.0,0
226,37,1,1,319,1,4,4,3,1,1,41,3,1,5,4,0,2539,4,0,17,3,3,1.0,13,2.0,3,9,8,5.0,8
227,29,1,1,1413,1,1,1,4,2,0,42,3,3,7,4,1,6599,1,0,14,3,4,1.0,11,4.5,3,11,10,4.0,1
228,35,1,1,944,1,1,3,3,3,0,92,3,3,7,3,2,9096,1,0,14,3,1,0.0,10,3.0,4,10,7,0.0,8
229,29,0,2,896,2,18,1,4,3,1,86,2,1,6,4,2,14961,1,1,13,3,3,0.0,4,3.0,2,4,3,0.0,1
230,52,1,2,1323,2,2,3,5,3,0,89,2,1,8,4,2,3300,7,0,15,3,2,0.0,6,3.0,2,2,2,2.0,2
231,42,1,2,532,2,4,2,2,3,1,58,3,5,1,4,1,4933,1,0,11,3,4,0.0,22,3.0,3,18,3,7.5,3
232,59,1,2,818,0,6,2,4,2,1,52,3,1,4,3,1,25657,8,0,17,3,4,0.0,7,2.0,2,2,2,2.0,2
233,50,1,2,854,1,1,4,4,4,0,68,3,5,1,4,0,24118,3,0,11,3,3,1.0,10,3.0,2,7,0,0.0,6
234,33,0,2,813,2,14,3,4,3,1,58,3,1,8,4,1,22149,5,1,13,3,3,1.0,8,2.0,1,5,4,0.0,4
235,43,1,2,1034,1,16,3,3,4,0,80,3,4,1,4,1,7744,5,1,22,3,3,1.0,22,3.0,3,17,13,1.0,9
236,33,0,2,465,2,2,2,5,1,0,39,3,1,8,1,1,21509,7,0,20,3,1,0.0,13,3.0,4,9,7,1.0,7
237,52,1,0,771,1,2,4,5,1,1,79,2,5,1,3,2,21030,1,1,18,3,4,0.0,10,2.0,4,18,7,7.5,12
238,32,1,2,1401,1,4,2,5,3,0,56,3,1,5,2,1,20990,2,0,11,3,1,1.0,6,4.5,3,4,3,1.0,2
239,32,0,2,515,2,1,3,5,4,1,62,2,1,8,3,2,9571,0,1,14,3,4,0.0,4,2.0,1,3,2,1.0,2
240,39,1,2,1431,2,1,4,4,3,0,96,3,1,8,3,0,15417,7,0,14,3,3,2.5,7,1.0,3,3,2,1.0,2
241,32,1,0,976,1,26,4,3,3,1,100,3,2,7,4,1,12069,0,0,18,3,1,0.0,4,2.0,3,3,2,2.0,2
242,41,1,2,1411,2,19,2,5,3,1,36,3,2,6,1,0,19877,2,0,16,3,1,2.0,17,2.0,2,1,0,0.0,0
243,40,1,2,1300,2,24,2,2,1,1,62,3,2,6,4,0,24447,1,0,17,3,1,2.0,9,3.0,3,9,8,4.0,7
244,45,1,2,252,2,1,3,1,3,1,70,4,5,1,4,1,15970,0,0,11,3,3,1.0,25,2.0,3,18,0,1.0,7
245,31,1,1,1327,2,3,4,4,2,1,73,3,3,0,3,0,13523,2,0,12,3,1,1.0,9,3.0,3,2,2,2.0,2
246,33,1,2,832,2,5,4,5,3,0,63,2,1,6,4,1,14776,1,0,13,3,3,1.0,2,2.0,2,2,2,0.0,2
247,34,1,2,470,2,2,4,5,4,1,84,2,2,3,1,1,23687,6,0,13,3,2,1.0,13,3.0,3,11,9,5.0,9
248,37,1,2,1017,2,1,2,4,3,0,83,2,1,6,1,1,18697,2,0,14,3,1,1.0,17,2.0,2,3,1,0.0,2
249,45,1,1,1199,2,7,4,5,1,1,77,4,2,3,3,1,5118,4,0,17,3,4,1.0,9,1.0,3,3,2,0.0,2
250,37,0,1,504,2,10,3,4,1,1,61,3,3,3,3,0,22573,6,0,11,3,2,2.0,17,4.5,3,1,0,0.0,0
251,39,1,1,505,2,2,4,2,3,0,64,3,3,2,3,2,6420,0,0,25,3,4,0.0,20,1.0,3,18,6,7.5,8
252,29,1,2,665,2,15,3,5,3,1,60,3,1,6,4,2,22673,1,0,19,3,1,0.0,6,1.0,3,6,5,1.0,5
253,42,1,2,916,2,17,2,5,4,0,82,4,2,6,1,2,23016,3,1,13,3,3,0.0,10,1.0,3,3,2,0.0,2
254,29,1,2,1247,1,20,2,3,4,1,45,3,2,7,4,0,10732,2,0,14,3,4,1.0,10,2.0,3,3,2,0.0,2
255,25,1,2,685,2,1,3,5,1,0,62,3,2,3,3,1,7505,0,0,12,3,4,2.0,5,3.0,3,4,2,1.0,2
256,42,1,2,269,2,2,3,4,4,0,56,2,1,8,1,0,8007,0,1,11,3,3,1.0,10,4.0,3,9,6,7.0,8
257,40,1,2,1416,2,2,2,4,1,1,49,3,5,0,3,0,5949,0,0,19,3,4,1.0,22,4.5,3,18,7,3.0,9
258,51,1,2,833,2,1,3,5,3,1,96,3,1,6,4,1,23231,1,0,11,3,2,0.0,1,0.5,2,1,0,0.0,0
259,31,0,1,307,2,29,2,4,3,1,71,2,1,8,2,2,11652,0,0,11,3,2,0.0,6,2.0,4,5,4,1.0,4
260,32,1,1,1311,2,7,3,5,2,1,100,4,1,8,2,1,26062,1,0,20,3,3,0.0,5,3.0,1,5,1,0.0,3
261,38,1,0,1327,1,2,2,5,4,1,39,2,2,7,4,1,19682,3,0,18,3,4,1.0,13,0.5,3,8,7,7.0,5
262,32,1,2,128,2,2,1,2,4,1,84,2,2,8,1,2,19737,4,0,13,3,4,0.0,9,4.5,3,6,2,0.0,4
263,46,1,2,488,1,2,3,2,3,0,75,1,4,1,2,1,14977,3,1,12,3,2,1.0,28,2.0,2,7,7,7.0,7
264,28,0,2,529,2,2,4,5,1,1,79,3,1,8,3,2,14935,2,0,11,3,3,0.0,5,4.5,1,0,0,0.0,0
265,29,1,2,1210,1,2,3,4,1,1,78,2,2,7,2,1,3687,2,0,19,3,2,2.0,10,2.0,3,0,0,0.0,0
266,31,1,2,1463,2,23,3,4,2,1,64,2,2,2,4,1,14408,0,0,21,3,2,1.0,10,2.0,3,9,0,7.0,8
267,25,1,0,675,2,5,2,5,2,1,85,4,2,2,1,0,18384,1,0,12,3,4,2.0,6,2.0,3,6,3,1.0,5
268,45,1,2,1385,2,20,2,4,3,1,79,3,4,2,4,1,7501,0,1,14,3,2,0.0,21,2.0,3,18,7,4.0,10
269,36,1,2,1403,2,6,3,5,4,1,47,3,1,8,4,1,20251,0,0,11,3,3,1.0,16,4.0,3,15,13,7.5,11
270,55,1,2,452,2,1,3,4,4,1,81,3,5,1,1,2,18938,0,1,14,3,3,0.0,10,2.0,3,18,10,4.0,13
271,47,0,0,666,2,29,4,5,1,1,88,3,3,1,2,1,10268,1,1,12,3,4,1.0,10,2.0,2,10,7,7.5,9
272,28,1,2,1158,2,9,3,4,4,1,94,3,1,6,4,1,2613,1,0,23,3,4,1.0,5,3.0,2,5,2,0.0,4
273,37,1,2,228,1,6,4,4,3,1,98,3,2,7,4,1,22825,4,0,14,3,2,1.0,7,4.5,4,5,4,0.0,1
274,21,1,2,996,2,3,2,4,4,1,100,2,1,6,3,2,10531,1,0,17,3,1,0.0,3,4.0,4,3,2,1.0,0
275,37,1,0,728,2,1,4,4,1,0,80,3,3,0,4,0,11677,2,1,18,3,1,2.0,15,2.0,3,5,2,0.0,2
276,35,1,2,1315,2,22,3,5,2,0,71,4,3,1,2,0,19100,7,0,18,3,2,1.0,10,4.5,2,7,7,6.0,2
277,38,1,2,322,1,7,2,4,1,0,44,4,2,7,1,0,19191,1,1,24,3,3,1.0,8,3.0,3,8,0,7.0,7
278,26,1,1,1479,2,1,3,5,3,0,84,3,2,3,2,0,26767,1,0,20,3,1,1.0,6,4.5,1,6,5,1.0,4
279,50,1,2,797,2,4,1,5,1,1,96,3,5,0,2,0,15815,3,0,14,3,1,2.0,28,4.0,2,10,4,1.0,6
280,53,1,2,1070,2,3,4,4,3,1,45,3,4,0,3,1,21016,3,1,16,3,4,2.5,21,4.5,2,5,3,1.0,3
281,42,1,2,635,1,1,1,5,2,1,99,3,2,7,3,1,24532,1,0,25,3,3,0.0,20,3.0,3,18,3,7.5,6
282,29,1,1,442,1,2,2,5,2,1,44,3,2,7,4,2,20260,1,0,18,3,1,0.0,10,3.0,2,10,7,0.0,9
283,55,1,2,147,2,20,2,2,2,1,37,3,2,8,4,1,15972,3,1,19,3,4,1.0,12,4.0,3,10,7,0.0,8
284,26,1,1,496,2,11,2,4,1,1,60,3,2,2,1,1,22722,1,1,13,3,3,1.0,5,3.0,3,5,3,3.0,3
285,37,1,2,1372,2,1,3,5,4,0,42,3,1,6,4,2,15881,1,0,12,3,2,0.0,17,3.0,3,17,12,5.0,7
286,44,0,1,920,2,24,3,5,4,1,43,3,1,8,3,0,19920,3,1,22,3,4,1.0,19,0.5,1,1,0,0.0,0
287,38,1,2,688,2,23,4,5,4,1,82,3,2,2,4,0,18899,2,0,14,3,2,1.0,10,2.0,3,2,2,1.0,2
288,26,0,2,1449,2,16,4,4,1,1,45,3,1,8,2,0,14180,2,1,13,3,4,1.0,5,2.0,3,3,2,0.0,2
289,28,1,2,1117,2,8,2,5,4,0,66,3,1,6,4,2,4488,1,0,21,3,4,0.0,5,3.0,3,5,3,0.0,2
290,49,1,1,636,2,10,4,5,3,0,35,3,5,0,1,2,25594,2,1,11,3,4,0.0,22,4.0,3,3,2,1.0,2
291,36,1,2,506,2,3,3,2,3,1,30,3,2,6,2,2,26285,4,0,12,3,4,0.0,10,2.0,3,8,0,7.0,7
292,31,1,1,444,1,5,3,3,4,0,84,3,1,5,2,0,3909,1,0,11,3,3,1.0,2,4.5,2,2,2,2.0,2
293,26,0,2,950,1,4,4,3,4,1,48,2,2,7,4,2,8450,1,1,12,3,2,0.0,8,0.5,3,8,7,7.0,4
294,37,1,1,889,2,9,3,4,2,1,53,3,1,6,4,1,11411,1,1,12,3,3,2.5,4,3.0,2,4,2,1.0,2
295,42,1,1,555,1,26,3,3,3,0,77,3,4,7,2,1,14864,5,0,14,3,4,1.0,23,2.0,4,18,4,4.0,8
296,18,0,2,230,2,3,3,5,3,1,54,3,1,8,3,2,25233,1,0,13,3,3,0.0,0,2.0,3,0,0,0.0,0
297,35,1,2,1232,1,16,3,3,3,1,96,3,3,7,2,1,5100,0,0,15,3,3,2.0,12,3.0,2,11,9,6.0,9
298,36,1,1,566,2,18,4,5,3,1,81,4,1,8,4,1,7122,4,0,18,3,4,2.0,4,2.0,3,1,0,0.0,0
299,51,1,2,1302,2,2,3,4,4,1,84,1,2,3,2,0,16321,5,0,18,3,4,1.0,13,3.0,3,4,1,1.0,2
300,41,1,2,334,1,2,4,5,4,1,88,3,4,1,2,2,15896,1,0,19,3,2,0.0,22,2.0,3,18,10,0.0,4
301,18,1,2,812,1,10,3,4,4,0,69,2,1,5,3,2,9724,1,0,12,3,1,0.0,0,2.0,3,0,0,0.0,0
302,28,1,2,1476,2,16,2,4,2,1,68,4,2,2,1,2,4824,0,0,19,3,3,0.0,9,2.0,3,8,3,0.0,7
303,31,1,2,218,1,7,3,2,2,1,100,4,2,7,4,1,12241,4,0,11,3,2,1.0,10,3.0,2,8,7,7.0,7
304,39,1,2,1132,2,1,3,4,3,1,48,4,3,2,4,0,10942,0,0,17,3,1,2.5,19,4.5,2,18,10,3.0,7
305,36,1,0,1105,2,24,4,5,2,0,47,3,2,8,2,1,6927,7,0,15,3,3,1.0,11,3.0,3,9,8,0.0,8
306,32,1,2,906,1,7,3,5,4,1,91,2,2,7,3,1,16985,1,0,14,3,3,1.0,13,3.0,2,13,8,4.0,8
307,38,1,2,849,2,25,2,5,1,0,81,2,3,0,2,1,26707,3,0,17,3,3,1.0,19,2.0,3,10,8,0.0,1
308,58,1,0,390,2,1,4,5,4,1,32,1,2,2,3,0,17056,2,1,13,3,4,1.0,12,2.0,3,5,3,1.0,2
309,31,1,2,691,2,5,4,2,3,1,86,3,1,6,4,1,10077,0,1,12,3,3,1.0,6,4.0,3,5,2,0.0,3
310,31,1,2,106,0,2,3,0,1,1,62,2,2,4,1,1,17822,3,0,12,3,4,0.0,9,1.0,3,2,2,1.0,0
311,45,1,1,1249,2,7,3,5,1,1,97,3,3,8,1,0,20308,1,0,18,3,1,1.0,24,2.0,3,18,9,7.5,11
312,31,1,2,192,2,2,4,5,3,1,32,3,1,6,4,0,7747,0,1,18,3,2,1.0,3,2.0,1,2,2,2.0,2
313,33,1,1,553,2,5,4,5,4,0,74,3,3,1,2,1,23364,6,0,11,3,2,2.0,12,2.0,3,10,6,7.5,8
314,39,1,2,117,2,10,1,4,3,1,99,3,4,1,1,1,5355,1,1,14,3,4,0.0,21,3.0,3,18,9,7.5,10
315,43,1,1,185,2,10,4,5,3,0,33,3,1,8,4,2,10675,0,0,19,3,1,0.0,9,4.5,3,8,7,1.0,7
316,49,1,2,1091,2,1,2,2,3,0,90,2,4,2,3,2,17810,7,1,12,3,4,0.0,25,2.0,3,7,1,0.0,7
317,52,0,2,723,2,8,4,4,3,1,85,2,2,6,2,1,17747,2,0,15,3,1,0.0,11,3.0,2,8,2,7.0,7
318,27,1,2,1220,2,5,3,5,3,0,85,3,1,6,2,2,20938,1,1,12,3,2,0.0,4,2.0,2,4,3,1.0,2
319,32,1,2,588,1,8,2,2,3,0,65,2,2,7,2,1,24624,1,1,11,3,4,0.0,13,2.0,3,13,12,7.5,9
320,27,1,2,1377,1,2,3,5,4,1,74,3,2,7,3,2,5242,1,1,11,3,1,0.0,5,3.0,3,5,4,0.0,4
321,31,1,2,691,1,7,3,3,4,1,73,3,2,7,4,0,7143,4,0,12,3,4,2.5,13,3.0,3,7,7,1.0,7
322,32,1,2,1018,2,2,4,4,1,0,74,4,2,6,4,2,10557,7,0,16,3,3,0.0,10,0.5,2,7,7,0.0,7
323,28,0,2,1157,2,2,4,4,1,1,84,1,1,6,4,1,24737,5,1,13,3,4,0.0,5,4.0,2,3,2,2.0,2
324,30,1,2,1275,2,28,2,4,4,0,64,3,2,6,4,1,11934,1,0,13,3,4,2.0,11,2.0,3,10,8,1.0,9
325,31,1,1,798,2,7,2,5,3,0,48,2,3,3,3,1,14034,1,0,24,3,1,1.0,10,2.0,3,10,9,7.5,9
326,39,1,1,672,2,7,2,4,3,1,54,2,5,1,4,1,21141,1,0,15,3,1,1.0,21,2.0,3,18,9,7.5,3
327,39,0,2,1162,1,3,2,4,4,0,41,3,2,7,3,1,17778,4,1,18,3,1,0.0,12,3.0,2,1,0,0.0,0
328,33,1,1,508,1,10,3,3,2,1,46,2,2,7,4,2,4317,3,0,14,3,3,0.0,9,4.5,2,7,7,0.0,1
329,47,1,2,1482,2,5,5,5,4,1,42,3,5,0,3,1,16375,4,0,11,3,2,1.0,21,2.0,3,3,2,1.0,1
330,43,1,1,559,2,10,4,5,3,0,82,2,2,8,3,0,6227,1,0,11,3,2,1.0,9,3.0,4,9,7,0.0,0
331,27,1,0,210,1,1,1,3,3,1,73,3,2,7,2,1,22107,0,1,13,3,4,1.0,6,0.5,3,5,4,1.0,4
332,54,1,1,928,2,20,4,5,4,0,31,3,2,6,3,2,16885,3,0,12,3,4,0.0,20,4.0,2,4,3,0.0,3
333,43,1,2,1001,2,7,3,5,3,0,43,3,3,2,1,1,9262,8,0,16,3,1,1.0,10,1.0,2,1,0,0.0,0
334,45,1,2,549,2,8,4,1,4,1,75,3,2,6,4,1,9278,2,0,14,3,1,2.0,12,3.0,3,10,9,7.5,8
335,40,1,2,1124,1,1,2,4,2,1,57,1,2,7,4,1,13273,2,1,22,3,3,2.5,6,2.0,2,4,3,0.0,2
336,29,0,2,318,2,8,4,1,2,1,77,1,1,8,1,1,4759,1,1,11,3,4,0.0,7,4.0,2,7,7,0.0,7
337,29,1,2,738,2,9,5,1,2,1,30,2,1,8,4,2,7621,0,0,17,3,3,0.0,4,2.0,3,3,2,2.0,2
338,30,1,2,570,1,5,3,3,4,0,30,2,2,7,3,0,5431,1,0,13,3,3,2.5,10,2.0,3,10,9,1.0,2
339,27,1,2,1130,1,8,4,3,2,0,56,3,2,7,2,1,3415,1,0,18,3,1,1.0,8,3.0,3,8,7,0.0,7
340,37,1,2,1192,2,5,2,4,4,1,61,3,2,3,4,0,23177,7,0,16,3,3,2.0,8,2.0,2,6,2,0.0,4
341,38,1,2,343,2,15,2,5,3,1,92,2,3,0,4,0,15682,0,1,14,3,2,1.0,12,3.0,3,11,10,2.0,9
342,31,1,2,1232,2,7,4,4,3,0,39,3,3,3,4,2,25713,1,1,14,3,3,0.0,11,2.0,2,11,9,4.0,10
343,29,1,2,144,1,10,1,3,4,0,39,2,2,7,2,0,11866,1,1,14,3,1,2.0,7,2.0,3,7,7,1.0,7
344,35,1,2,1296,2,5,4,2,3,1,62,3,3,3,2,2,18264,0,0,13,3,4,0.0,17,4.5,3,16,6,0.0,13
345,23,1,2,1309,2,26,1,5,3,1,83,3,1,6,4,0,16092,1,0,12,3,3,2.0,4,2.0,2,4,2,0.0,2
346,41,1,2,483,2,6,3,4,4,1,95,2,2,3,2,2,10110,6,1,15,3,4,0.0,8,3.0,3,5,4,1.0,2
347,47,1,1,1309,1,4,1,4,2,1,99,3,2,5,3,2,25751,3,0,19,3,1,0.0,5,3.0,3,0,0,0.0,0
348,42,1,2,810,2,23,5,5,1,0,44,3,4,0,4,2,15901,2,0,14,3,2,0.0,16,2.0,3,1,0,0.0,0
349,29,1,0,746,1,2,3,5,4,1,61,3,2,7,3,1,16928,1,0,14,3,1,1.0,4,3.0,2,4,3,0.0,2
350,42,1,2,544,0,2,1,2,3,1,52,3,1,4,3,0,24017,0,1,11,3,3,1.0,4,4.5,3,3,2,1.0,0
351,32,1,2,1062,2,2,3,4,3,0,75,3,1,8,2,1,3956,1,0,13,3,3,1.0,8,4.0,3,8,0,0.0,7
352,48,1,2,530,1,29,1,4,1,0,91,3,3,1,3,1,23978,3,0,21,3,2,1.0,15,3.0,1,0,0,0.0,0
353,37,1,2,1319,2,6,3,4,3,1,51,4,2,6,1,0,17001,4,1,13,3,1,2.0,13,2.0,3,7,7,6.0,7
354,30,1,0,641,1,25,2,2,4,0,85,3,2,7,3,1,6069,7,1,12,3,2,1.0,4,2.0,4,2,2,2.0,2
355,26,1,2,933,1,1,3,5,3,1,57,3,2,7,3,1,20156,1,0,17,3,2,1.0,8,3.0,3,8,7,7.0,7
356,42,1,2,1332,2,2,4,1,1,1,98,2,2,2,4,2,17078,3,0,23,3,2,0.0,14,4.5,3,1,0,0.0,0
357,21,0,1,756,1,1,1,2,1,0,99,2,1,5,2,2,9150,1,1,11,3,3,0.0,3,3.0,3,3,2,1.0,2
358,36,1,0,845,1,1,5,4,4,0,45,3,2,7,4,2,15276,4,0,15,3,2,0.0,7,4.5,3,1,0,0.0,0
359,36,1,1,541,1,3,4,4,1,1,48,2,3,7,4,1,7246,4,0,11,3,1,1.0,16,2.0,3,13,9,1.0,12
360,57,1,2,593,2,1,4,4,4,1,88,3,2,2,3,1,2967,2,0,11,3,3,0.0,15,2.0,3,3,2,1.0,2
361,40,1,2,1171,2,10,4,5,4,0,46,4,1,8,3,1,22495,3,1,13,3,3,1.0,10,3.0,3,7,7,1.0,7
362,21,1,0,895,1,9,2,4,1,1,39,3,1,5,4,2,2851,1,0,24,3,3,0.0,3,3.0,2,3,2,2.0,2
363,33,0,2,350,1,5,3,3,4,0,34,3,1,5,3,2,9150,1,1,13,3,2,0.0,1,2.0,3,1,0,0.0,0
364,37,1,2,921,2,10,3,4,3,0,98,3,1,8,1,1,17663,6,0,20,3,2,1.0,17,3.0,3,5,4,0.0,3
365,46,1,0,1144,2,7,4,4,3,0,30,3,2,3,3,1,16044,2,0,14,3,3,0.0,7,2.0,4,1,0,0.0,0
366,41,0,1,143,1,4,3,3,1,1,56,3,2,7,2,2,9558,1,0,18,3,3,0.0,8,4.5,3,8,7,7.0,7
367,50,1,2,1046,2,10,3,2,4,1,100,2,3,2,4,2,2755,6,0,15,3,4,0.0,20,2.0,3,4,3,1.0,3
368,40,0,2,575,1,22,2,3,3,1,68,2,2,7,3,1,6110,2,1,12,3,1,2.0,8,4.5,3,6,4,1.0,0
369,31,1,2,408,2,9,4,5,3,1,42,2,1,6,2,2,7551,0,1,16,3,4,0.0,3,4.5,3,2,2,2.0,2
370,21,0,2,156,1,12,3,5,3,0,90,4,1,5,2,2,25422,1,0,15,3,4,0.0,1,0.5,3,1,0,0.0,0
371,29,1,2,1283,2,23,3,5,4,1,54,3,1,6,4,2,18168,2,0,16,3,4,0.0,6,4.0,3,3,2,1.0,2
372,35,1,2,755,2,9,4,5,3,1,97,2,2,2,2,2,19394,2,0,19,3,3,0.0,10,4.5,3,1,1,0.0,0
373,27,1,2,1469,2,1,2,4,4,1,82,3,1,8,2,0,17881,1,0,11,3,2,1.0,5,2.0,3,5,2,0.0,4
374,28,1,2,304,1,9,4,5,2,1,92,3,2,7,4,2,20750,1,0,16,3,4,0.0,7,1.0,3,7,5,0.0,7
375,49,1,2,1261,2,7,3,1,2,1,31,2,3,2,3,2,12066,8,0,24,3,3,0.0,26,2.0,3,5,2,0.0,0
376,51,1,2,1178,1,14,2,5,3,0,87,3,2,7,4,1,14862,4,0,11,3,3,1.0,18,2.0,2,7,7,0.0,7
377,36,1,2,329,2,2,3,5,4,0,96,3,1,6,3,1,11868,4,0,13,3,2,1.0,6,3.0,3,2,2,2.0,2
378,34,0,0,1362,1,19,3,3,1,1,67,4,2,7,4,2,4652,8,1,13,3,2,0.0,9,3.0,2,5,2,0.0,4
379,55,1,2,1311,2,2,3,5,3,0,97,3,4,1,4,2,23258,2,1,13,3,3,0.0,10,2.0,3,5,4,1.0,2
380,24,1,2,1371,1,10,4,3,4,0,77,3,2,7,3,0,5915,1,1,12,3,4,1.0,5,2.0,4,5,2,0.0,3
381,30,1,2,202,1,2,1,2,3,1,72,3,1,5,2,1,17434,1,0,18,3,1,1.0,1,3.0,3,1,0,0.0,0
382,26,0,1,575,2,3,1,2,3,1,73,3,1,6,1,2,6582,0,0,22,3,3,0.0,7,2.0,3,6,4,0.0,4
383,22,1,2,253,2,11,3,4,1,0,43,3,1,6,2,1,24440,1,0,13,3,4,1.0,2,1.0,3,2,1,1.0,2
384,36,1,2,164,1,2,2,4,2,1,61,2,3,7,3,1,3809,1,0,13,3,2,2.0,10,2.0,3,10,9,7.5,0
385,30,0,1,464,2,4,3,2,3,1,40,3,1,6,4,2,3427,2,1,23,3,3,0.0,3,4.0,3,1,0,0.0,0
386,37,1,2,1107,2,14,3,5,4,0,95,3,1,8,1,0,26914,1,0,12,3,3,1.0,18,2.0,2,18,7,7.5,3
387,40,1,2,759,1,2,2,3,4,0,46,3,2,7,2,0,22553,7,0,12,3,3,2.0,8,4.5,3,5,4,1.0,3
388,42,1,2,201,2,1,4,5,2,0,95,3,1,8,1,0,20490,3,0,16,3,2,1.0,8,4.5,3,5,2,1.0,2
389,37,1,2,1305,2,10,4,5,3,1,49,3,2,3,2,2,21123,2,1,12,3,4,0.0,18,2.0,2,1,0,0.0,1
390,43,1,2,982,2,12,3,5,1,1,59,2,4,0,2,0,4345,1,0,11,3,3,1.0,25,3.0,3,18,10,3.0,9
391,40,1,2,555,2,2,3,4,2,0,78,2,2,8,3,1,13436,6,0,22,3,2,1.0,20,3.0,3,1,0,0.0,0
